,county_name,fips,min_lat,max_lat,min_lng,max_lng,population
3002,Fayette,54019,37.819121,38.263514,-81.380829,-80.748757,42406
3138,Sweetwater,56037,40.997341999999996,42.270744,-110.054409,-107.50381999999999,42343
1562,Pettis,29159,38.506321,38.942839,-93.51276,-93.050453,42339
2977,Okanogan,53047,47.940809,49.000704999999996,-120.885717,-118.835197,42243
2818,Windham,50025,42.72685,43.262488,-73.008063,-72.432412,42222
2453,Franklin,47051,34.988253,35.362607000000004,-86.333365,-85.86324499999999,42208
366,Okeechobee,12093,26.958919,27.643238,-81.213717,-80.677356,42168
2798,Summit,49043,40.548352,41.251779,-111.649073,-110.000704,42145
2068,Fulton,39051,41.485519000000004,41.720081,-84.399551,-83.877368,42126
344,Hendry,12051,26.253045,26.958919,-81.566303,-80.879809,42022
2056,Clinton,39027,39.222845,39.569169,-84.006782,-83.576286,41968
113,Baxter,5005,35.974022,36.498738,-92.594975,-92.150295,41932
2752,Upshur,48459,32.516397999999995,32.904502,-95.15341,-94.672351,41753
2198,Sequoyah,40135,35.291214000000004,35.638894,-95.13255799999999,-94.430662,41569
2763,Wharton,48481,28.963290999999998,29.633806,-96.640315,-95.841948,41556
356,Levy,12075,28.914528999999998,29.591315,-83.239859,-82.403237,41503
2059,Crawford,39033,40.70255,40.996943,-83.11274499999999,-82.724184,41494
3027,Ohio,54069,40.01641,40.186116,-80.739236,-80.518895,41411
2516,Warren,47177,35.504573,35.852162,-85.997732,-85.557535,41277
2571,Cooke,48097,33.41641,33.956395,-97.487065,-96.943339,41257
2096,Mercer,39107,40.351721000000005,40.728305999999996,-84.80423499999999,-84.431632,41172
1306,Sanilac,26151,43.154099,43.695586999999996,-83.120396,-82.12297099999999,41170
2451,Fayette,47047,34.993753999999996,35.404803,-89.64428199999999,-89.183944,41133
2179,Mayes,40097,36.074544,36.510559,-95.44005,-95.00546899999999,41100
2935,Manassas,51683,38.705681,38.781414,-77.526457,-77.44751,41085
3106,Shawano,55115,44.584746,45.029665,-89.22437,-88.242664,40899
1318,Benton,27009,45.559065999999994,45.824252,-94.353165,-93.759435,40889
2110,Preble,39135,39.5666,39.918490999999996,-84.815164,-84.478797,40882
1259,Gratiot,26057,43.117637,43.466288,-84.845962,-84.367795,40711
2438,Cheatham,47021,36.041312,36.455711,-87.286501,-86.906254,40667
157,Mississippi,5093,35.389277,36.000859999999996,-90.289017,-89.64439499999999,40651
523,Tift,13277,31.326263,31.597921000000003,-83.66667,-83.338728,40644
2285,McKean,42083,41.602188,41.999968,-78.956056,-78.203422,40625
1343,Isanti,27059,45.411770000000004,45.734326,-93.513683,-93.019563,40596
2908,Tazewell,51185,36.933014,37.338099,-81.90178900000001,-81.225104,40595
2302,Tioga,42117,41.542271,42.001674,-77.610027,-76.874714,40591
2104,Ottawa,39123,41.457166,41.828969,-83.41591899999999,-82.616147,40525
727,Harrison,18061,37.958171,38.422684999999994,-86.3296,-85.89976,40515
2647,Jim Wells,48249,27.260981,28.057965999999997,-98.235497,-97.788988,40482
2174,McClain,40087,34.854455,35.337508,-97.67164100000001,-96.930544,40474
585,Nez Perce,16069,45.855206,46.630813,-117.06281100000001,-116.36019399999999,40408
2298,Snyder,42109,40.635711,40.889621000000005,-77.356628,-76.798714,40372
61,Tallapoosa,1123,32.49297,33.10734,-86.013897,-85.592989,40367
1864,Orleans,36073,43.128619,43.633428,-78.468711,-77.99395,40352
3085,Marinette,55075,44.764367,45.795637,-88.428102,-87.44275999999999,40350
2301,Susquehanna,42115,41.64141,41.999283,-76.145519,-75.462238,40328
494,Oconee,13219,33.698307,33.965912,-83.64703100000001,-83.275933,40280
2211,Clatsop,41007,45.773097,46.299099,-124.15954599999999,-123.358251,40224
2909,Warren,51187,38.756986,39.036277,-78.386682,-78.00416700000001,40164
1117,Avoyelles,22009,30.847967999999998,31.343811,-92.280743,-91.677242,40144
1528,Howell,29091,36.498338000000004,37.056248,-92.12043,-91.65560699999999,40117
579,Latah,16057,46.541785,47.130783,-117.03995,-116.329279,40108
491,Murray,13213,34.583187,34.988329,-84.944512,-84.582195,40096
1363,Mower,27099,43.499522999999996,43.848769,-93.049603,-92.44893,40062
2923,Danville,51590,36.540822,36.644537,-79.519301,-79.302583,40044
583,Madison,16065,43.621905,43.930213,-111.98338500000001,-111.39871299999999,39907
1888,Wyoming,36121,42.519166,42.87036,-78.48814300000001,-77.95464,39859
2434,Campbell,47013,36.177578000000004,36.592048999999996,-84.376633,-83.899796,39842
1959,Pasquotank,37139,36.059517,36.510536,-76.491477,-76.019147,39824
1183,Knox,23013,43.732384,44.364653000000004,-69.451251,-68.484635,39772
188,Amador,6005,38.217951,38.709029,-121.02771000000001,-120.072333,39752
1190,Waldo,23027,44.202721000000004,44.754632,-69.50638199999999,-68.792354,39715
401,Bryan,13029,31.712659999999996,32.24131,-81.781712,-81.138324,39627
740,LaGrange,18087,41.523346999999994,41.759947,-85.659809,-85.193854,39614
1594,Webster,29225,37.067051,37.487444,-93.076779,-92.67896999999999,39592
1962,Person,37145,36.235937,36.542154,-79.153733,-78.794823,39490
3042,Wayne,54099,37.842420000000004,38.421821,-82.644591,-82.191815,39402
852,Marshall,19127,41.862266999999996,42.21014,-93.231972,-92.765653,39369
1457,Pike,28113,30.999539000000002,31.350274,-90.548419,-90.259555,39288
3126,Fremont,56013,42.261356,44.009157,-110.05363700000001,-107.501425,39261
2305,Warren,42123,41.623402,41.999507,-79.612977,-78.915674,39191
1010,Calloway,21035,36.497058,36.7507,-88.48911700000001,-88.03254100000001,39001
817,Des Moines,19057,40.696301,41.074178,-91.409324,-90.94225300000001,38967
1816,Rio Arriba,35039,35.93058,37.000152,-107.626927,-105.5301,38921
2053,Champaign,39021,40.010188,40.273459,-84.036069,-83.494498,38885
3120,Albany,56001,40.996821999999995,42.433236,-106.323343,-105.271433,38880
2072,Guernsey,39059,39.839104,40.222468,-81.728611,-81.22592399999999,38875
2367,Brown,46013,45.240353999999996,45.938731,-98.72537700000001,-97.97863199999999,38839
100,Graham,4009,32.424475,33.652751,-110.45813600000001,-109.11398700000001,38837
906,Crawford,20037,37.338254,37.674911,-95.08851800000001,-94.616724,38818
180,Union,5139,33.008162,33.387912,-92.988715,-92.06910500000001,38682
2261,Clinton,42035,40.962938,41.478576000000004,-78.09338100000001,-77.143712,38632
622,Franklin,17055,37.861884,38.126616999999996,-89.178371,-88.70460600000001,38469
2186,Okmulgee,40111,35.376631,35.857341,-96.192844,-95.71264000000001,38465
696,Woodford,17203,40.594328999999995,40.92774,-89.56389399999999,-88.929331,38459
2351,Newberry,45071,34.070839,34.533652000000004,-81.94501899999999,-81.316911,38440
2259,Clarion,42031,40.968262,41.436264,-79.700581,-79.207072,38438
1537,Lawrence,29109,36.922831,37.290078,-94.06281800000001,-93.60509499999999,38355
2891,Prince George,51149,36.992985,37.321092,-77.399203,-76.97243900000001,38353
1172,Webster,22119,32.40992,33.018696999999996,-93.530805,-93.146446,38340
750,Montgomery,18107,39.864832,40.215047999999996,-87.092563,-86.695018,38338
2192,Pontotoc,40123,34.505389,34.965213,-96.932635,-96.40600699999999,38284
1582,Scott,29201,36.859517,37.253381,-89.78688000000001,-89.31270400000001,38280
1147,Natchitoches,22069,31.346627,32.148457,-93.441743,-92.71636099999999,38158
1334,Douglas,27041,45.758307,46.108183000000004,-95.769862,-95.138632,38141
2062,Defiance,39039,41.16543,41.427818,-84.804218,-84.22735,38087
332,DeSoto,12027,27.0317,27.340702,-82.057631,-81.562196,38001
3090,Oconto,55083,44.67236,45.378682,-88.680066,-87.760071,37930
2547,Brown,48049,31.448186,32.079597,-99.203601,-98.668441,37864
142,Independence,5063,35.526271,35.942947,-91.870983,-91.19760500000001,37825
705,Cass,18017,40.561331,40.910925,-86.581739,-86.165024,37689
635,Jefferson,17081,38.124286,38.476969,-89.149751,-88.698961,37684
2330,Colleton,45029,32.397589,33.181191,-81.082291,-80.22359,37677
1988,Yadkin,37197,36.046456,36.287686,-80.88218,-80.43191999999999,37667
2873,Louisa,51109,37.729069,38.152531,-78.306607,-77.687294,37591
2042,Williams,38105,47.95595,48.634165,-104.048074,-102.828055,37589
763,Putnam,18133,39.470061,39.866704999999996,-87.01472700000001,-86.64164,37576
608,Clinton,17027,38.415667,38.743235999999996,-89.707024,-89.13833699999999,37562
1118,Beauregard,22011,30.402112,30.883740000000003,-93.741679,-92.976639,37497
1891,Alexander,37003,35.776638,36.045761999999996,-81.343783,-81.003519,37497
115,Boone,5009,36.114132,36.49843,-93.30082800000001,-92.854049,37432
2912,Wise,51195,36.798966,37.202853999999995,-82.87855400000001,-82.298594,37383
1247,Chippewa,26033,45.773944,47.04761,-85.24010600000001,-83.43355799999999,37349
2855,Gloucester,51073,37.233315999999995,37.603173999999996,-76.712305,-76.3045,37348
1034,Graves,21083,36.501153,36.946872,-88.81959499999999,-88.484103,37266
655,Marion,17121,38.473878000000006,38.826299,-89.144436,-88.695165,37205
23,Dallas,1047,32.047202,32.729532,-87.47308000000001,-86.80686700000001,37196
838,Jasper,19099,41.507824,41.863105,-93.348681,-92.756508,37185
1212,Talbot,24041,38.571895,38.945102,-76.46394599999999,-75.896232,37181
2450,Dyer,47045,35.880934,36.212794,-89.73309499999999,-89.154464,37159
2865,Isle of Wight,51093,36.64405,37.153827,-76.930272,-76.445301,37109
2634,Hopkins,48223,32.960434,33.37719,-95.863332,-95.30763,37084
2885,Orange,51137,38.117437,38.393037,-78.36979699999999,-77.703189,37051
19,Covington,1039,30.993258,31.528603999999998,-86.702791,-86.186876,37049
1917,Dare,37055,35.140565,36.244984,-76.045987,-75.40011899999999,37009
3070,Green,55045,42.500081,42.8575,-89.838637,-89.365934,36960
1402,Alcorn,28003,34.755573,34.996099,-88.823541,-88.36353100000001,36953
1843,Essex,36031,43.744513,44.546844,-74.336826,-73.293594,36885
2806,Addison,50001,43.753084,44.303748,-73.437905,-72.742303,36777
2128,Williams,39171,41.426027000000005,41.705816,-84.806209,-84.341664,36692
2636,Howard,48227,32.087097,32.525228000000006,-101.695011,-101.174534,36664
2631,Hill,48217,31.708887,32.265451,-97.497113,-96.719114,36649
1387,Steele,27147,43.84812,44.196715999999995,-93.406784,-93.04533599999999,36649
2683,Matagorda,48321,28.279736,29.229702000000003,-96.395198,-95.49565,36643
26,Escambia,1053,30.994487,31.261996999999997,-87.616074,-86.688063,36633
2058,Coshocton,39031,40.150976,40.45628,-82.195911,-81.61603000000001,36600
738,Knox,18083,38.414387,38.907874,-87.756825,-87.090694,36594
1680,Dodge,31053,41.393131,41.742763000000004,-96.90604300000001,-96.328551,36565
731,Huntington,18069,40.653129,41.005251,-85.64384100000001,-85.33464599999999,36520
915,Finney,20055,37.736275,38.265202,-101.103778,-100.225031,36467
1110,Whitley,21235,36.587691,36.972995000000004,-84.355967,-83.877503,36264
1017,Clark,21049,37.821798,38.115118,-84.348874,-83.96631,36263
2273,Greene,42059,39.720671,40.020590000000006,-80.519497,-79.90317900000001,36233
2106,Perry,39127,39.550216999999996,39.93038,-82.472402,-82.02421899999999,36134
2442,Cocke,47029,35.712982000000004,36.182395,-83.316827,-82.896097,36004
882,Webster,19187,42.209047999999996,42.645192,-94.44358299999999,-93.93158100000001,35904
1356,McLeod,27085,44.629877,44.979702,-94.50239499999999,-94.00965,35893
2761,Washington,48477,30.044283,30.399890000000003,-96.794552,-96.080839,35882
1322,Carlton,27017,46.41722,46.769244,-93.064867,-92.291584,35871
1946,Macon,37113,34.993256,35.331004,-83.738182,-83.108571,35858
1188,Sagadahoc,23023,43.636466,44.168025,-70.051824,-69.664745,35856
1487,Barry,29009,36.4987,36.931781,-94.07719399999999,-93.5738,35789
1251,Delta,26041,45.32481,46.159128,-87.368403,-86.459108,35784
697,Adams,18001,40.56824,40.922568,-85.073861,-84.802093,35777
534,Ware,13299,30.568556,31.469351,-82.70105,-82.131698,35734
2800,Uintah,49047,39.461675,40.85868,-110.047634,-109.04804399999999,35734
1535,Laclede,29105,37.472944,37.895736,-92.859913,-92.24886500000001,35723
1261,Houghton,26061,46.419643,47.477145,-88.99154899999999,-88.04373100000001,35684
1591,Warren,29219,38.547545,38.992828,-91.418637,-90.958536,35649
647,Livingston,17105,40.61655,41.114228999999995,-88.931476,-88.234949,35648
1732,Scotts Bluff,31157,41.697777,42.004221,-104.05300799999999,-103.361526,35618
3091,Oneida,55085,45.464762,45.901464000000004,-90.044853,-89.046315,35595
1028,Floyd,21071,37.285323,37.756249,-82.946065,-82.56356099999999,35589
2643,Jasper,48241,30.241649,31.158071000000003,-94.460172,-93.865711,35529
748,Miami,18103,40.562649,40.999195,-86.16914399999999,-85.863641,35516
2596,Fannin,48147,33.341119,33.885354,-96.38475600000001,-95.846536,35514
2807,Bennington,50003,42.739292999999996,43.314675,-73.290944,-72.81936800000001,35470
2101,Morrow,39117,40.345076,40.71273,-83.022079,-82.623609,35328
1447,Marshall,28093,34.494788,34.995295,-89.724446,-89.244591,35294
1448,Monroe,28095,33.650209000000004,34.089401,-88.72041999999999,-88.203864,35252
458,Harris,13145,32.583129,32.872496000000005,-85.184914,-84.68287600000001,35236
1713,Madison,31119,41.742234,42.090928999999996,-97.834536,-97.368033,35099
1037,Greenup,21089,38.373934999999996,38.75651,-83.167673,-82.66541099999999,35098
2366,Brookings,46011,44.195426,44.543883,-97.129671,-96.451466,35077
878,Wapello,19179,40.898866999999996,41.162663,-92.640361,-92.178983,34969
1644,Silver Bow,30093,45.624854,46.185468,-113.085474,-112.19003799999999,34915
1709,Lincoln,31111,40.697802,41.395101000000004,-101.270513,-100.223311,34914
905,Cowley,20035,36.998709999999996,37.476643,-97.15333100000001,-96.5247,34908
2171,Lincoln,40081,35.462705,35.942344,-97.141564,-96.61918100000001,34877
872,Sioux,19167,42.908771,43.260151,-96.57150899999999,-95.859323,34855
1972,Scotland,37165,34.630432,35.043096000000006,-79.692948,-79.330896,34823
3057,Clark,55019,44.421929,45.033829,-90.923395,-90.315014,34774
3005,Greenbrier,54025,37.683858,38.267334000000005,-80.894183,-79.95984399999999,34662
661,Monroe,17133,38.087969,38.521025,-90.372734,-89.896723,34637
1184,Lincoln,23015,43.699814,44.34287,-69.81355400000001,-69.232626,34634
772,Steuben,18151,41.526437,41.760171,-85.196774,-84.804687,34594
927,Harvey,20079,37.911325,38.175081,-97.702213,-97.15247600000001,34429
1316,Becker,27005,46.715407,47.152515,-96.194702,-95.162083,34423
1977,Transylvania,37175,35.027547,35.422924,-83.05675500000001,-82.574907,34385
2486,Marshall,47117,35.252878,35.710864,-86.96080400000001,-86.599478,34375
2479,Lincoln,47103,34.99048,35.371016,-86.83630600000001,-86.31783399999999,34366
623,Fulton,17057,40.183945,40.714741,-90.451502,-89.87201800000001,34340
1365,Nicollet,27103,44.153888,44.456946,-94.78670600000001,-93.92719699999999,34274
948,Miami,20121,38.388718,38.738636,-95.066041,-94.60908,34237
1454,Panola,28107,34.159471,34.554425,-90.198631,-89.719382,34192
1443,Lincoln,28085,31.349187,31.717523999999997,-90.73743499999999,-90.24389000000001,34153
646,Lee,17103,41.584889000000004,41.912524,-89.632379,-88.938618,34096
2802,Wasatch,49051,39.899146,40.690948,-111.62096799999999,-110.891783,34091
2893,Pulaski,51155,36.879001,37.244911,-80.930627,-80.51515699999999,34027
1877,Seneca,36099,42.541537,43.024058000000004,-76.98133399999999,-76.585989,34016
619,Effingham,17049,38.910847,39.216263,-88.806794,-88.360475,34008
788,Whitley,18183,41.001909000000005,41.295373,-85.686574,-85.307781,33964
2860,Halifax,51083,36.541533,37.061498,-79.218638,-78.549228,33911
2111,Putnam,39137,40.859099,41.167823999999996,-84.399486,-83.880423,33861
140,Hot Spring,5059,34.149621999999994,34.506114000000004,-93.408124,-92.668711,33771
2329,Clarendon,45027,33.430219,33.946527,-80.540514,-79.87562,33745
384,Wakulla,12129,29.95805,30.303501,-84.73784599999999,-84.075455,33739
722,Gibson,18051,38.16538,38.533519,-87.988164,-87.315701,33659
663,Morgan,17137,39.519892999999996,39.87675,-90.59910500000001,-89.923955,33658
844,Lee,19111,40.375440000000005,40.813971,-91.718795,-91.11246700000001,33657
1313,Wexford,26165,44.164196999999994,44.512997999999996,-85.82145,-85.334,33631
916,Ford,20057,37.467040999999995,37.914018,-100.227491,-99.556119,33619
479,Lumpkin,13187,34.418389000000005,34.740859,-84.19104,-83.832831,33610
733,Jasper,18073,40.736540999999995,41.286365,-87.276554,-86.92964599999999,33562
1724,Platte,31141,41.333119,41.743212,-97.831215,-97.252415,33470
3031,Preston,54077,39.194906,39.721277,-79.899744,-79.476561,33432
2831,Botetourt,51023,37.309177000000005,37.800989,-80.073985,-79.498553,33419
1254,Emmet,26047,45.271045,45.870740000000005,-85.308494,-84.72984100000001,33415
2617,Hale,48189,33.824675,34.313132,-102.09041500000001,-101.56358,33406
1197,Caroline,24011,38.635352000000005,39.143338,-76.015045,-75.707444,33406
1132,Evangeline,22039,30.480443,31.001559999999998,-92.633839,-92.17240100000001,33395
1362,Morrison,27097,45.773895,46.348678,-94.653464,-93.763948,33386
710,Daviess,18027,38.49037,38.904204,-87.279415,-86.904123,33351
2519,Weakley,47183,36.061817,36.502728999999995,-88.959839,-88.516302,33328
8,Chambers,1017,32.72853,33.109038,-85.593653,-85.122189,33254
851,Marion,19125,41.160659,41.508522,-93.328614,-92.869771,33253
943,Lyon,20111,38.170939000000004,38.739265,-96.357277,-95.945661,33195
2499,Rhea,47143,35.409288000000004,35.825151,-85.146393,-84.711472,33167
54,Pike,1109,31.616414000000002,32.061890000000005,-86.19940799999999,-85.657668,33114
39,Lawrence,1079,34.299096,34.804992,-87.531024,-87.105073,32924
2175,McCurtain,40089,33.615787,34.507575,-95.156621,-94.461149,32832
2747,Titus,48449,32.982453,33.39848,-95.12613,-94.80878299999999,32750
1824,Taos,35055,36.013014,36.995991,-106.05836399999998,-105.20011699999999,32723
1898,Bladen,37017,34.367089,34.856464,-78.901573,-78.176496,32722
1536,Lafayette,29107,38.908709,39.292796,-94.11426999999999,-93.477233,32708
600,Bureau,17011,41.148509999999995,41.585361999999996,-89.862351,-89.16370500000001,32628
498,Pickens,13227,34.373266,34.563681,-84.65436600000001,-84.256867,32591
2535,Bee,48025,28.129683,28.719648,-98.089764,-97.375579,32565
1136,Iberville,22047,30.025336,30.497433,-91.701219,-91.01923000000001,32511
2082,Jackson,39079,38.844478,39.207967,-82.80709,-82.424677,32413
708,Clinton,18023,40.176941,40.432156,-86.69580400000001,-86.242288,32399
2467,Henry,47079,36.120290000000004,36.501583000000004,-88.530346,-87.99091999999999,32345
2820,Accomack,51001,37.448562,38.027934,-76.236458,-75.16643499999999,32316
735,Jefferson,18077,38.586011,38.914004,-85.684078,-85.201474,32308
605,Christian,17021,39.345825,39.826085,-89.535076,-89.023987,32304
